PM2.5,CO2,VOCs,Temperature,Humidity,AQI
29.96714153011233,457.6240317977297,266.0752634756389,26.71315356708214,63.48286247666818,113.79976715201305
23.617356988288154,454.6585891616146,284.72502684731734,26.93468819251938,62.83323592535667,109.7833918063421
31.476885381006923,320.4356827369985,270.13094694774287,27.128589757175163,50.63480154194509,77.02467909532461
40.23029856408026,466.99098082985626,305.520902347306,28.89372292329236,65.79584221763739,120.43833735461679
22.65846625276664,573.2829081821745,359.85892657309563,25.505565383026514,45.09917324423382,142.1515275737876
22.658630430508193,372.5767880923205,261.4478921429398,25.30730601697468,53.45815674239671,88.80432875548077
40.79212815507391,604.8482651050592,350.0410248884207,29.47323948428595,40.00912187102192,148.36037322457125
32.67434729152909,548.7774821084338,260.91639638265565,26.074710516237403,75.58626516962815,127.38143569801878
20.305256140650478,426.5766678028962,257.6186393751558,24.473929292845867,57.684505060547046,95.78534663585833
30.425600435859646,485.84703626621524,340.92973091716067,26.02974011580026,81.66884034816312,124.58801746089773
20.365823071875376,659.8321807641033,346.09681890038087,26.339894529511998,68.02949926519494,152.00672384616288
20.34270246429743,573.3547813505866,342.5704968381327,30.10992545545153,64.48098213351024,146.150574110016
27.419622715660342,500.87836548981477,234.21012958909296,28.849652424753476,54.13772305719001,117.53372362583282
5.86719755342202,476.2316683039016,276.70245109639745,29.295041233264485,49.5364996431258,85.99933440332863
7.750821674869673,507.66090704516597,341.14942960016606,28.639947284693573,65.22971573896945,120.50651196521966
19.377124707590273,448.82364420576965,302.0770920281947,28.892487343230627,59.28485990727018,100.20190422861795
14.871688796655762,289.52504942809855,246.3153576901268,25.623835746839365,46.60729684514699,58.69497963152968
28.14247332595274,704.2177910534731,322.9158969562721,26.602795689293032,44.83141583491681,145.89422112860862
15.91975924478789,515.5324999199402,264.2596370504265,25.020169373952903,50.412962708564166,124.80516500126697
10.876962986647085,539.8147265122537,389.72624241961057,26.579023938925932,78.2096722526623,122.32978530847375
39.65648768921554,494.2092250123091,377.2420731209129,28.368209981869484,82.13277918011303,137.96218316029183
22.742236995134643,426.48831992754117,330.2048713177784,27.269166569624495,62.0498914730891,97.9373747450947
25.67528204687924,481.40755190512294,368.0503352384887,29.62296163792059,61.48942796241288,127.6950103308553
10.752518137865433,340.0605237805689,303.23956750616907,24.71716841554556,56.63679628170479,80.28408857371699
19.556172754748175,727.7086498053304,338.2718747187508,28.00047670139648,50.65514651690498,160.99820615808858
26.10922589709866,376.5488001577604,373.88601476510377,24.503394396261363,73.75179057607244,110.11607740574118
13.490064225776973,396.80337161528206,312.27493408971566,27.188352938347286,78.73576393897136,103.19710296844478
28.75698018345672,455.97407956136,287.2406414242858,28.480666845112957,51.06580914160715,107.02616026107474
18.99361310081195,628.8075724852378,214.7689020911442,26.570994866351562,59.171616215753986,134.19747193215565
22.083062502067232,501.45089992626544,295.8433237139253,28.102253208173913,55.501336992898324,110.22904514074008
18.98293387770603,376.3864203969538,341.1711592281156,25.080535330334133,55.79760925135023,82.25705298753826
43.522781845089376,625.433836075734,347.2816713783815,23.672620043607235,71.85908255429862,156.43961038098982
24.865027752620662,573.1000626785482,325.21825328592047,28.114059244975607,46.88038454633878,138.6521756238567
14.422890710440996,553.8434957216452,272.935045251888,30.488020468151465,64.66469690936306,115.88283276205709
33.225449121031886,571.5734241170841,201.15892155262048,25.007910119660217,67.28238107305866,127.07605290439729
12.791563500289778,739.4361900582451,275.23924509976325,29.44438836021359,58.57848826398181,141.15662676646394
27.088635950047554,718.5094895036112,284.7827564473024,27.08684681763282,68.93067826986773,148.57695337408384
5.403298761202244,431.32846569967046,284.3535516404993,24.32861695661385,61.4765184053745,92.32065896999474
11.718139511015695,662.3884992811152,330.9278178488962,24.736989397295673,72.17129921156112,164.85598560459792
26.968612358691235,538.31681897589,399.283820550742,27.0315695467213,44.77794695074146,128.39137985851514
32.38466579995411,549.9095816137749,306.17646009205464,26.191075424151794,56.512247389931304,138.46381156510367
26.713682811899705,330.77291683566716,289.1634105421769,24.37417404648352,59.28186857148965,83.62046703504302
23.843517176117594,482.9614234611804,287.03890934979535,23.61192143754919,33.27792615528651,118.17209686582508
21.988963044107113,418.71764096634354,306.2192383453857,25.30656134414699,49.140472664214656,98.62472531481808
10.214780096325725,582.8058814893309,258.58531198258004,27.387618016662238,51.86400745641214,109.68603030071239
17.801557916052914,607.1080500402805,306.00992793730273,26.987198494793724,69.4820599482335,138.5976713230979
20.393612290402125,292.5513648983689,322.54061681659,25.997524084999842,52.93156653685399,96.18432882289434
35.57122226218915,497.79651359957296,310.4843031787244,27.403774388582967,51.81921012694023,140.7322887795978
28.436182895684613,612.1861504794252,322.87709670023906,29.080053439725376,68.17485780656192,150.6407414239254
7.36959844637266,481.3321037686555,321.68738046742675,27.788253020868297,43.820893542099455,102.21325840085048
28.24083969394795,572.9063645002365,211.4051658876778,26.757382657220838,39.287559325564274,124.53142116857791
21.149177195836835,535.1165467627084,331.84350791977016,28.856144013321376,56.38407699930654,127.58177920957989
18.230779996940413,534.1660231952626,266.4492577168773,25.08029939556741,45.52293231921645,118.23108348795327
31.11676288840868,472.86850219317023,245.2080418498021,26.550160920889297,45.903207053403506,113.00804700173188
35.30999522495951,378.34191958642907,244.7774086072502,26.597824128799264,65.73433791687982,99.70695619389127
34.31280119116199,387.84698525749724,321.67708052362644,24.52609348311431,68.75973837912579,107.57256313486624
16.607824767773614,570.9352514455318,288.87125363875737,26.160251675431283,67.88864215852125,120.55173517744194
21.907876241487855,501.94582555188833,215.90156080072947,22.850080638209395,71.08776660307232,115.38387591260049
28.31263431403564,486.14877553927755,323.90189075961416,30.824356095325907,72.41134320014802,127.25831864862629
34.75545127122359,457.61099576776473,228.01959346005862,25.125172423127374,38.71409791173069,105.31373262904512
20.2082576215471,469.48111545192484,306.99106792591056,30.172228262842623,64.50411959929467,111.79522109514912
23.143410233361827,604.691179448814,311.92494628365273,27.076169011438985,54.70391800430441,136.6692022418977
13.936650259939718,466.4755918131973,344.27885408475225,28.129728264311918,52.52575754009564,97.65848871653913
13.037933759193292,365.89352866984314,389.08423932334256,26.022400403298136,65.60414632208705,96.86744268886022
33.125258223941984,574.3651775540174,231.76618370497292,27.415859383923348,42.697045201042485,116.07304847020599
38.56240028570823,479.51233361352826,297.3763071968475,28.300979279976872,42.4889139412768,104.35361111162675
24.27989878419666,503.13958655327764,286.1832352477891,28.329104828788363,66.33572744081717,130.84961730528948
35.03532897892024,660.7578306399511,321.6874842980481,28.549546780148713,64.87786017510898,154.2761568802226
28.61636025047634,497.94394426494927,310.78343854668094,26.263334579921647,61.3673265587151,116.57566167602785
18.548802453948756,528.9183673118725,282.372687863169,26.03928065501729,51.20086595276863,135.7762791227795
28.613956055084138,382.1076508701675,277.95489056945723,23.811647349464792,67.43829634582124,111.18786549211289
40.38036566465969,478.03305476490397,244.17745724079762,28.046438022353872,66.80302892060476,114.47069889702267
24.641739608900483,560.9526045208602,349.39307912032547,29.164757422646886,60.85304515047454,138.23583928735053
40.64643655814006,344.46262661587576,322.96020907997644,30.23196335983586,48.226789587302285,88.2739731640727
-1.1974510408974446,520.084509311571,345.8884098897569,27.610345269161016,55.74751654270493,106.38895759711512
33.21902504375224,510.0791072644806,284.4801931762243,25.46704045418286,68.37833677524443,134.13320588854376
25.87047068238171,504.12874555874396,267.1582265652785,23.60580771342109,73.27191222801787,123.8066503545392
22.009926495341325,603.7158898658244,246.0842466685386,29.0833334661667,56.734633966236714,130.50693596830442
25.917607765355022,533.4438514848522,317.945879187033,23.40744686644493,57.50327032191738,143.79560524425582
5.124310853991073,647.8071898356444,248.01033877358827,26.318791844512468,58.38310891974939,144.07350321859312
22.80328112162488,400.64104844059636,392.4331534483275,26.551386344112707,62.74893008910972,104.26983218576756
28.571125715117464,513.5924567218348,234.61787094532798,26.861089724297962,54.18932699939976,121.29132083270233
39.77894044741516,508.44667863899474,313.6830059606251,27.07160520007168,31.058149424284164,110.3785811132892
19.817297817263526,393.07455062449196,378.3427353606893,27.27629511273515,71.92769001647096,111.52583851859468
16.915063971068122,595.6295002091346,329.95448796319045,22.169273475842942,77.9468894716255,152.19399050941433
19.982429564154636,732.4673305852818,308.78368562458894,27.029311819740254,53.87600140394287,166.77167577679936
34.15402117702074,498.2993925516169,251.57581765190523,22.540848851776246,49.333466310812256,119.90878993316126
28.287511096596845,550.5021088273767,230.9115405716148,28.46443614618199,58.62899477609778,143.0680883210165
19.702397962329613,508.4518475815327,338.5025054458793,25.889749688392776,58.12496116271227,114.98168578208069
30.13267433113356,428.6415330092824,375.3073620387473,22.6859265495533,69.9551857716296,134.99856298814154
25.970775493480403,317.9239722197984,278.05750047609143,25.371590645229247,60.546394416450376,74.16548139771695
34.68644990532889,429.42265169046345,243.04692461918245,25.85984932163069,52.07377169628817,109.40824702540903
17.979469061226474,360.80416190482686,177.09152847254907,29.38139923511001,46.81590549441951,74.5902923270122
21.723378534022316,670.4102078059118,250.9617578168731,27.39327548350049,68.65634184819673,150.09665465471195
21.078918468678424,488.4890306076761,294.317157875048,27.688889888701162,65.9951124116425,110.9809359283832
10.364850518678814,465.40806709528295,379.9561620418367,29.3624432684412,70.60559878091819,114.80901852164631
27.961202770645762,588.9153824787805,333.6566846116484,26.80771142415102,50.31813249278906,142.68332228815575
27.610552721798893,387.8248897144112,315.25427023533763,28.508375922064808,78.3843689952833,121.54779300586605
25.051134566424608,423.31359619954475,279.99401693494343,28.367722227863982,42.56305492942763,86.68161850064496
22.654128666248532,506.8072269248621,270.8417141372022,24.427061012861174,67.0960102140148,117.70175771358956
10.846292579495858,602.8768991423481,370.2823798753982,29.94596715525966,40.90417232803098,133.22642064197055
20.79354677234641,550.1685045168788,310.0369270379195,24.15939643985861,52.09668618301532,128.26354028450507
21.572854834732304,524.8325142515882,194.8699654039489,28.834733298955697,75.61022930447959,113.67048527368304
16.97722730778381,507.81177352360163,266.32301760513786,23.965853926188736,68.3136425447599,131.93210034690853
23.38714288333991,540.0235855526776,257.0891984114187,28.202473576303348,54.53779584512818,91.26217174813846
29.040508568145384,520.1652905129255,272.68679954112673,30.723829756300347,54.811629571783115,110.20024312767677
43.8618590121053,397.00277252230643,328.1455330142543,26.574042686899578,61.006221108354424,95.16314735158385
26.74577812831839,504.60792216331515,294.62775591028753,26.487288714293708,65.14140990760723,111.6105746196519
